server,class_tree,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr1_min,attr1_max,attr2_min,attr2_max,attr3_min,attr3_max,attr4_min,attr4_max,attr5_min,attr5_max,attr6_min,attr6_max,attr7_min,attr7_max,attr8_min,attr8_max,attr9_min,attr9_max,attr10_min,attr10_max,attr11_min,attr11_max
core3,1.2.276.277.278.307.321.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.278.307.321.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.278.334,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.335,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.335.336,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.335.337,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.335.338,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.335.339,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.335.340,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.335.341,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.335.342,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.335.343,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.335.344,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.335.345,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.335.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.335.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.348,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.348.349,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.348.350,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.348.351,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.348.352,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.348.353,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.348.354,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.348.355,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.348.356,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.348.357,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.348.358,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.348.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.278.334.348.360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.278.361,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.362,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.362.363,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.362.364,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.362.365,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.362.366,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.362.367,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.362.368,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.362.369,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.362.370,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.362.371,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.362.372,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,700,300,1000,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.362.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.362.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.375,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.375.376,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.375.377,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.375.378,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.375.379,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.375.380,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.375.381,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.375.382,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.375.383,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.375.384,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.375.385,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,300,1000,1,700,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.375.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.278.361.375.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.388,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.390,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,200,200,200,200,200,200,200,200,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.391,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.391.392,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.391.393,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.391.394,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.391.395,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.391.396,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.391.397,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.391.398,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.391.399,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.391.400,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.391.401,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.391.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.391.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.404,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.404.405,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.404.406,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.404.407,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.404.408,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.404.409,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.404.410,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.404.411,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.404.412,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.404.413,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.404.414,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.404.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.404.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.417,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.417.418,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.417.419,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.417.420,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.417.421,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.417.422,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.417.423,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.417.424,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.417.425,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.417.426,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.417.427,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.417.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.417.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.430,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.430.431,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.430.432,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.430.433,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.430.434,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.430.435,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.430.436,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.430.437,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.430.438,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
core3,1.2.276.277.388.389.430.439,res_decay_resist,res_quality,res_flavor,res_potential_energy,,,,,,,,1,1000,1,1000,1,1000,1,1000,,,,,,,,,,,,,,
